number_edges	density	min_degree	degree_ratio	clustering_coeff	graph_typ	WP_time	best_algorithm
286722	0.025636607733220913	26	2.8374520716731135	0.47798628689170736	b'wap03a'	0.07177424430847168	GreedyLF
347193	0.022353469953645875	63	7.778390645019493	0.062402722923723425	b'barabasi_0002'	0.062346458435058594	GreedyLF
294902	0.02155863723141896	26	3.113035579882654	0.5344846165082723	b'wap04a'	0.08725571632385254	GreedyLF
43081	0.1053170684007236	9	2.3947909557245866	0.6016110220077517	b'wap05a'	0.007471799850463867	WP
43571	0.09727167800397829	9	2.4994833298511954	0.6225780783930974	b'wap06a'	0.007473468780517578	GreedyLF
103368	0.0632090286032962	13	2.607586258942635	0.48783248646138877	b'wap07a'	0.023836612701416016	WP
104176	0.05961379444525512	13	2.7643600652091975	0.5062840243586324	b'wap08a'	0.02565765380859375	GreedyLF
47660	0.016792611251049538	25	1.374999656250086	0.01700978955997314	b'watts_strogatz_0001'	0.010011911392211914	GreedyLF
19312	0.029955947136563875	23	1.4117642906575614	0.040616897868102235	b'watts_strogatz_0002'	0.0032765865325927734	WP
12016	0.002664002664002664	4	2.1249973437533205	0.04481506734434204	b'watts_strogatz_0003'	0.0035572052001953125	WP
115080	0.010012515644555695	38	1.2499997395833875	0.4038864413649809	b'watts_strogatz_0004'	0.029704809188842773	GreedyLF
57024	0.011367224502683928	24	1.4444440432099879	0.15199826022227622	b'watts_strogatz_0005'	0.013463973999023438	WP
349840	0.03529324648434513	80	6.1861361258451835	0.08571231775945314	b'barabasi_0003'	0.05699324607849121	GreedyLF
53700	0.005364327223960662	18	1.3333327777780093	0.39388288880969874	b'watts_strogatz_0006'	0.021076202392578125	GreedyLF
149385	0.003012653143201446	21	1.333332888889037	0.3402475056713481	b'watts_strogatz_0007'	0.05356264114379883	WP
18180	0.04405286343612335	29	1.299999675000081	0.16022511377348214	b'watts_strogatz_0008'	0.0034377574920654297	GreedyLF
75350	0.002654632333421821	11	1.699999150000425	0.02501592764288358	b'watts_strogatz_0009'	0.031471967697143555	GreedyLF
123828	0.0046684058766991625	22	1.4705878027682933	0.04692593911821543	b'watts_strogatz_0010'	0.04534029960632324	GreedyLF
6772	0.027601385775422864	2	1.9667739377521187	0.25807455983762806	b'will199GPIA'	0.0013439655303955078	GreedyDSatur
4100	0.18505980591288648	0	2.8562187772412657	0.48035702817419856	b'zeroin.i.1'	0.0006389617919921875	GreedyLF
3541	0.15982848115549536	0	4.171136853840897	0.5444916622746465	b'zeroin.i.2'	0.0005614757537841797	WP
3540	0.16765332701870708	0	4.073445142472176	0.5576340864441561	b'zeroin.i.3'	0.0005567073822021484	GreedyLF
143040	0.012429610941185887	30	10.431891427145725	0.041155918312793235	b'barabasi_0004'	0.03209996223449707	GreedyLF
788624	0.02101421771346049	92	8.113326057196732	0.05931750785966199	b'barabasi_0005'	0.16632413864135742	GreedyLF
399372	0.010486435629619383	46	11.44073069901373	0.036322075525968556	b'barabasi_0006'	0.07501745223999023	GreedyLF
89568	0.028130423558099086	36	6.932206954666267	0.0734062310879488	b'barabasi_0007'	0.014159917831420898	GreedyLF
11730	0.047000653120755215	17	5.756051121258251	0.10719195867835742	b'barabasi_0008'	0.0017993450164794922	GreedyDSatur
607750	0.013713883154556423	65	9.713211917318878	0.043447860601388735	b'barabasi_0009'	0.11879801750183105	GreedyLF
232	0.10492989597467209	4	3.1767195508575456	0.0	b'1-Insertions_4'	6.723403930664062e-05	WP
129650	0.0371340690261193	50	6.350130474994414	0.08871492135186972	b'barabasi_0010'	0.02740001678466797	GreedyLF
999836	0.500168084042021	919	1.0741761541475188	0.5001451912423068	b'C2000.5'	0.2406294345855713	GreedyLF
1799532	0.900216108054027	1751	1.0269336637140454	0.9002143895764707	b'C2000.9'	0.41628527641296387	GreedyLF
4000268	0.5001585396349087	1895	1.0614288789579653	0.5001551479310676	b'C4000.5'	1.0836219787597656	GreedyLF
406	0.10852713178294573	1	8.785704872459066	0.6880031300317111	b'david'	0.0003247261047363281	GreedyLF
49629	0.09935735735735736	68	1.2794937154190378	0.09934157576842931	b'DSJC1000.1'	0.008168458938598633	GreedyLF
249826	0.5001521521521521	447	1.1027675041275227	0.5002304501433917	b'DSJC1000.5'	0.04416918754577637	GreedyLF
449449	0.8997977977977978	870	1.027925292659175	0.8998022031393248	b'DSJC1000.9'	0.08483552932739258	GreedyLF
736	0.09496774193548387	5	1.95312334143738	0.09967357740597746	b'DSJC125.1'	0.00016021728515625	GreedyDSatur
736	0.09496774193548387	5	1.95312334143738	0.09967357740597746	b'DSJC125.1g'	0.000164031982421875	GreedyDSatur
1227	0.0604403723954485	5	5.515072884903331	0.0	b'1-Insertions_5'	0.00024890899658203125	WP
736	0.09496774193548387	5	1.95312334143738	0.09967357740597746	b'DSJC125.1gb'	0.0001666545867919922	GreedyDSatur
3891	0.5020645161290322	51	1.204702967633165	0.5030922033798487	b'DSJC125.5'	0.0009453296661376953	GreedyDSatur
3891	0.5020645161290322	51	1.204702967633165	0.5030922033798487	b'DSJC125.5g'	0.0005447864532470703	GreedyDSatur
3891	0.5020645161290322	51	1.204702967633165	0.5030922033798487	b'DSJC125.5gb'	0.0005075931549072266	GreedyDSatur
6961	0.8981935483870968	103	1.0774313067957813	0.8981110765014376	b'DSJC125.9'	0.0008645057678222656	GreedyDSatur
6961	0.8981935483870968	103	1.0774313067957813	0.8981110765014376	b'DSJC125.9g'	0.0009081363677978516	GreedyDSatur
6961	0.8981935483870968	103	1.0774313067957813	0.8981110765014376	b'DSJC125.9gb'	0.0008661746978759766	GreedyDSatur
3218	0.10338955823293172	13	1.4760715211033557	0.10659254271427017	b'DSJC250.1'	0.0006403923034667969	GreedyDSatur
15668	0.5033895582329317	101	1.172772436433141	0.5030612773592751	b'DSJC250.5'	0.001990079879760742	GreedyDSatur
27897	0.896289156626506	207	1.0484997917114838	0.8962087845557327	b'DSJC250.9'	0.0032806396484375	GreedyLF
6337	0.03445501057519261	6	9.674446999850616	0.0	b'1-Insertions_6'	0.001062631607055664	WP
12458	0.09986372745490982	34	1.3645847317818405	0.09976836012576888	b'DSJC500.1'	0.0019333362579345703	GreedyDSatur
62624	0.5019959919839679	220	1.1417347525814883	0.5018643393108909	b'DSJC500.5'	0.008171319961547852	GreedyDSatur
112437	0.9012985971943888	430	1.04725310513325	0.9012598405230916	b'DSJC500.9'	0.014166593551635742	GreedyLF
3555	0.028496993987975953	4	1.7580859647778024	0.6177392931783671	b'DSJR500.1'	0.0008797645568847656	GreedyLF
121275	0.9721442885771543	473	1.0245310034110287	0.9717078910323163	b'DSJR500.1c'	0.014562368392944336	GreedyLF
58862	0.47183967935871746	103	1.6479221888517979	0.7639461723820558	b'DSJR500.5'	0.008079767227172852	GreedyLF
245000	0.4904904904904905	459	1.0612244681382763	0.49059402029215343	b'flat1000_50_0'	0.0418550968170166	GreedyLF
245830	0.49215215215215213	457	1.0657771414030601	0.4922809494310344	b'flat1000_60_0'	0.0462956428527832	GreedyLF
246708	0.4939099099099099	455	1.0781976855594937	0.4940854075195195	b'flat1000_76_0'	0.0503389835357666	GreedyLF
21375	0.4765886287625418	127	1.1228069387503903	0.47584477352055815	b'flat300_20_0'	0.0027008056640625	GreedyDSatur
201	0.1515837104072398	4	1.9402959976270677	0.06383616383616383	b'2-FullIns_3'	5.745887756347656e-05	WP
21633	0.4823411371237458	123	1.0955483916552218	0.4826351739850618	b'flat300_26_0'	0.0027277469635009766	GreedyDSatur
21695	0.48372352285395764	130	1.120073672269624	0.4833066296072339	b'flat300_28_0'	0.0027446746826171875	GreedyDSatur
11654	0.09493320299771912	0	5.362621134434493	0.44803796041127814	b'fpsol2.i.1'	0.0018804073333740234	GreedyLF
8691	0.08564671101256467	0	8.977445605322766	0.6499414113949061	b'fpsol2.i.2'	0.0014233589172363281	WP
8688	0.09642619311875694	0	8.462820213686355	0.6895814899830325	b'fpsol2.i.3'	0.0014564990997314453	GreedyLF
638	0.08935574229691877	7	1.2225693831635895	0.4447287897287897	b'games120'	0.00021600723266601562	WP
547	0.11050505050505051	5	1.6453367044454257	0.6630129086599674	b'GEOM100'	0.00013208389282226562	WP
992	0.20040404040404042	9	1.4112896112451556	0.7070544685197195	b'GEOM100a'	0.00019931793212890625	GreedyDSatur
1050	0.21212121212121213	5	1.7619039229028939	0.6706188845270917	b'GEOM100b'	0.0001938343048095703	WP
638	0.10642201834862386	6	1.6379296224744635	0.6574673579852301	b'GEOM110'	0.00014901161193847656	GreedyDSatur
1621	0.07247607976392739	6	3.596542990539439	0.02188210371668959	b'2-FullIns_4'	0.0003376007080078125	GreedyLF
1207	0.20133444537114262	12	1.458160064632945	0.7035547309501868	b'GEOM110a'	0.0002269744873046875	GreedyDSatur
1256	0.20950792326939116	5	1.7078017999275559	0.6670049989915142	b'GEOM110b'	0.00023627281188964844	GreedyDSatur
773	0.10826330532212886	6	1.6300116714010313	0.6533568644404557	b'GEOM120'	0.0001723766326904297	WP
1434	0.2008403361344538	13	1.4644345337094002	0.708407704836604	b'GEOM120a'	0.00026345252990722656	GreedyDSatur
1491	0.2088235294117647	5	1.7303815974319527	0.6744050125915801	b'GEOM120b'	0.00026535987854003906	GreedyDSatur
20	0.10526315789473684	0	1.9999900000499997	0.55	b'GEOM20'	2.0265579223632812e-05	WP
37	0.19473684210526315	0	1.8918867786843818	0.655	b'GEOM20a'	2.1696090698242188e-05	WP
32	0.16842105263157894	1	1.8749941406433104	0.485	b'GEOM20b'	2.193450927734375e-05	WP
50	0.11494252873563218	1	1.7999946000162	0.5688888888888889	b'GEOM30'	3.0040740966796875e-05	WP
81	0.18620689655172415	2	1.8518484225029213	0.6625132275132276	b'GEOM30a'	3.504753112792969e-05	WP
12201	0.033655517121530594	8	7.50675911984314	0.007850991884943072	b'2-FullIns_5'	0.0018477439880371094	WP
81	0.18620689655172415	2	1.8518484225029213	0.6082539682539683	b'GEOM30b'	3.266334533691406e-05	WP
78	0.1	0	1.5384575936984777	0.5691666666666666	b'GEOM40'	3.7670135498046875e-05	WP
146	0.18717948717948718	3	1.6438333646118295	0.7080537518037519	b'GEOM40a'	4.7206878662109375e-05	WP
157	0.2012820512820513	2	1.6560488457976488	0.6438851426351426	b'GEOM40b'	4.8160552978515625e-05	WP
127	0.1036734693877551	0	1.7716500558069768	0.6032539682539683	b'GEOM50'	5.316734313964844e-05	WP
238	0.19428571428571428	4	1.6806705034973703	0.7241048396048396	b'GEOM50a'	6.890296936035156e-05	WP
249	0.20326530612244897	3	1.706825595556631	0.6106574242750713	b'GEOM50b'	6.556510925292969e-05	WP
185	0.10451977401129943	1	1.6216189919692023	0.6038624338624339	b'GEOM60'	0.00010132789611816406	GreedyLF
339	0.19152542372881357	6	1.5929189443195182	0.730705634235046	b'GEOM60a'	8.511543273925781e-05	WP
366	0.20677966101694914	3	1.6393429185713784	0.6387247437518335	b'GEOM60b'	8.988380432128906e-05	WP
